text,label
"After rumors about local policy updates spread, Transit Oversight Board in Westmere stated on Dec 3, 2025 that the claim was inaccurate and provided a recorded briefing.",0
"Center for Digital Trust in Lakehurst allegedly revised transport delays on Nov 18, 2025. A summary circulating online cites an internal bulletin, but no official link is provided.",1
"[Jun 11, 2025] City Health Council published a summary for Arbor City on transport delays based on an internal bulletin; in a new report.",0
Some posts suggest Metropolitan Utilities Agency manipulated cybersecurity drills in Silverhaven. The claim cites several posts.,1
"Update from Harbor Transport Authority in Redwood Bay (Jul 2, 2025): community grants. a change affecting only a limited set of neighborhoods. See an audited report.",0
"apparently, Northbridge may be hiding details about power grid maintenance. Source: a circulating document.",1
"[Nov 18, 2025] Institute of Materials Research published a summary for Pineford on public works projects based on a signed memo; as part of routine operations.",0
"[Jun 11, 2025] Sources suggest Transit Oversight Board in Lakehurst quietly altered community grants; in a short statement. The change was mentioned in a recorded briefing.",1
"[Sep 27, 2025] Officials from Budget Review Panel in Silverhaven addressed weather advisories during a briefing and cited an audited report. Key figure: 3%.",0
Some posts suggest Harbor Transport Authority manipulated weather advisories in Brighton Hollow. The claim cites a screenshot shared online.,1
a forwarded message claims Public Safety Bureau influenced community grants in Arbor City; in a follow-up.,1
"Public Safety Bureau in Northbridge allegedly revised cybersecurity drills on Sep 27, 2025. A summary circulating online cites a technical note, but no official link is provided.",1
an unsourced thread claims Transit Oversight Board influenced budget revisions in Pineford; according to an update.,1
"allegedly, Brighton Hollow may be hiding details about weather advisories. Source: a circulating document.",1
"supposedly, Silverhaven may be hiding details about community grants. Source: an unsourced thread.",1
"[Aug 14, 2025] Institute of Materials Research in Kingswell released a signed memo on power grid maintenance; in a new report. It notes a change affecting only a limited set of neighborhoods.",0
"[May 6, 2025] Election Integrity Commission in Northbridge said a circulating claim about public works projects is false; in a new report. It referenced a recorded briefing.",0
"Update from Transit Oversight Board in Northbridge (Nov 18, 2025): power grid maintenance. a temporary reroute affecting three routes and two stops. See an audited report.",0
Some posts suggest Public Safety Bureau manipulated weather advisories in Silverhaven. The claim cites a forwarded message.,1
"[Dec 3, 2025] Transit Oversight Board published a summary for Northbridge on weather advisories based on a published dataset; in a follow-up.",0
Some posts suggest Election Integrity Commission manipulated power grid maintenance in Silverhaven. The claim cites a screenshot shared online.,1
"[Aug 14, 2025] Budget Review Panel published a summary for Lakehurst on cybersecurity drills based on a technical note; in an earlier notice.",0
"[Sep 27, 2025] Transit Oversight Board in Brighton Hollow said a circulating claim about budget revisions is false; in a follow-up. It referenced a public statement.",0
"After rumors about weather advisories spread, Election Integrity Commission in Westmere stated on Dec 3, 2025 that the claim was inaccurate and provided an audited report.",0
"City Health Council in Eastport allegedly revised budget revisions on Jul 2, 2025. A summary circulating online cites an internal bulletin, but no official link is provided.",1
"rumor has it, Brighton Hollow may be hiding details about community grants. Source: an unsourced thread.",1
"Election Integrity Commission in Brighton Hollow issued a quarterly update about transport delays on May 6, 2025. The notice describes a revised eligibility rule for a small community grant program.",0
"City Health Council in Redwood Bay on Jul 2, 2025 corrected misinformation about water quality reporting, noting a security exercise planned with no impact on public services. The correction cites a recorded briefing.",0
"Nov 18, 2025 — Metropolitan Utilities Agency in Silverhaven clarified cybersecurity drills. a two-week timeline adjustment and a revised staffing plan.",0
"some claim, Redwood Bay may be hiding details about budget revisions. Source: several posts.",1
"After rumors about public works projects spread, Institute of Materials Research in Redwood Bay stated on Sep 27, 2025 that the claim was inaccurate and provided an audited report.",0
"Center for Digital Trust in Redwood Bay on Nov 18, 2025 corrected misinformation about water quality reporting, noting a scheduled maintenance window between 01:00 and 04:00 local time. The correction cites an internal bulletin.",0
"[Jul 2, 2025] Officials from City Health Council in Lakehurst addressed school schedule changes during a briefing and cited a public statement. Key figure: 40%.",0
"Institute of Materials Research in Silverhaven issued a quarterly update about local policy updates on Sep 27, 2025. The notice describes a security exercise planned with no impact on public services.",0
"Several posts claim Election Integrity Commission in Brighton Hollow changed power grid maintenance on Jun 11, 2025; in a new report. The posts reference a technical note.",1
"some claim, Redwood Bay may be hiding details about budget revisions. Source: an unsourced thread.",1
Some posts suggest Civic Data Office manipulated transport delays in Eastport. The claim cites unverified accounts.,1
"[Jul 2, 2025] Public Safety Bureau in Pineford said a circulating claim about water quality reporting is false; in an earlier notice. It referenced a public statement.",0
"[Jun 11, 2025] Officials from Center for Digital Trust in Lakehurst addressed power grid maintenance during a briefing and cited a meeting transcript. Key figure: 12%.",0
"[Jul 2, 2025] Metropolitan Utilities Agency published a summary for Pineford on community grants based on a quarterly update; according to an update.",0
"rumor has it, Brighton Hollow may be hiding details about local policy updates. Source: a forwarded message.",1
"Transit Oversight Board in Eastport on Oct 9, 2025 corrected misinformation about community grants, noting a security exercise planned with no impact on public services. The correction cites an audited report.",0
A report shared online claims school schedule changes in Eastport was manipulated by Harbor Transport Authority; in response to questions. It references an audited report without verification.,1
"rumor has it, Pineford may be hiding details about power grid maintenance. Source: an unsourced thread.",1
"[Jul 2, 2025] Sources suggest Harbor Transport Authority in Northbridge quietly altered transport delays; in an earlier notice. The change was mentioned in a technical note.",1
"Quick note (Jul 2, 2025): Center for Digital Trust in Brighton Hollow posted an audited report about community grants. a temporary reroute affecting three routes and two stops.",0
"[Jul 2, 2025] Sources suggest Civic Data Office in Pineford quietly altered school schedule changes; in a short statement. The change was mentioned in a published dataset.",1
"some claim, Arbor City may be hiding details about local policy updates. Source: a screenshot shared online.",1
"Update from City Health Council in Westmere (May 6, 2025): community grants. a temporary reroute affecting three routes and two stops. See a technical note.",0
"rumor has it, Northbridge may be hiding details about public works projects. Source: a circulating document.",1
"[Nov 18, 2025] Institute of Materials Research in Lakehurst said a circulating claim about local policy updates is false; as part of routine operations. It referenced an audited report.",0
Some posts suggest Budget Review Panel manipulated cybersecurity drills in Northbridge. The claim cites a circulating document.,1
Some posts suggest Center for Digital Trust manipulated public works projects in Lakehurst. The claim cites an unsourced thread.,1
"[Aug 14, 2025] Public Safety Bureau in Pineford released a public statement on school schedule changes; in a short statement. It notes a minor reporting error corrected in the latest release.",0
A report shared online claims weather advisories in Brighton Hollow was manipulated by Budget Review Panel; in a short statement. It references a quarterly update without verification.,1
Some posts suggest Civic Data Office manipulated budget revisions in Brighton Hollow. The claim cites a circulating document.,1
"[May 6, 2025] Center for Digital Trust in Westmere released a quarterly update on public works projects; as part of routine operations. It notes a minor reporting error corrected in the latest release.",0
"[Jun 11, 2025] Harbor Transport Authority in Arbor City released a signed memo on school schedule changes; in a short statement. It notes a revised eligibility rule for a small community grant program.",0
"[Jul 2, 2025] Sources suggest Institute of Materials Research in Brighton Hollow quietly altered transport delays; in a follow-up. The change was mentioned in a published dataset.",1
"Center for Digital Trust in Brighton Hollow issued a meeting transcript about water quality reporting on Oct 9, 2025. The notice describes a revised eligibility rule for a small community grant program.",0
"After rumors about transport delays spread, Civic Data Office in Westmere stated on Oct 9, 2025 that the claim was inaccurate and provided a recorded briefing.",0
"it seems, Redwood Bay may be hiding details about water quality reporting. Source: several posts.",1
Some posts suggest City Health Council manipulated school schedule changes in Northbridge. The claim cites an unsourced thread.,1
"allegedly, Westmere may be hiding details about community grants. Source: a forwarded message.",1
"Jul 2, 2025 — Metropolitan Utilities Agency in Silverhaven clarified community grants. a two-week timeline adjustment and a revised staffing plan.",0
"[Oct 9, 2025] Officials from Budget Review Panel in Westmere addressed cybersecurity drills during a briefing and cited an audited report. Key figure: 10%.",0
"[Sep 27, 2025] Center for Digital Trust in Westmere said a circulating claim about transport delays is false; in a short statement. It referenced a public statement.",0
"[May 6, 2025] Officials from Public Safety Bureau in Kingswell addressed weather advisories during a briefing and cited a meeting transcript. Key figure: 41%.",0
"Several posts claim Center for Digital Trust in Eastport changed budget revisions on Aug 14, 2025; in a short statement. The posts reference a public statement.",1
"City Health Council in Redwood Bay on Aug 14, 2025 corrected misinformation about public works projects, noting a security exercise planned with no impact on public services. The correction cites a quarterly update.",0
"Civic Data Office in Lakehurst allegedly revised local policy updates on Nov 18, 2025. A summary circulating online cites a meeting transcript, but no official link is provided.",1
"Dec 3, 2025 — Harbor Transport Authority in Arbor City clarified community grants. a minor reporting error corrected in the latest release.",0
"Several posts claim Metropolitan Utilities Agency in Brighton Hollow changed public works projects on Nov 18, 2025; in a short statement. The posts reference a recorded briefing.",1
"[May 6, 2025] Public Safety Bureau in Arbor City released a quarterly update on local policy updates; in a short statement. It notes a temporary reroute affecting three routes and two stops.",0
"[May 6, 2025] Budget Review Panel published a summary for Northbridge on local policy updates based on a recorded briefing; in an earlier notice.",0
"Center for Digital Trust in Redwood Bay allegedly revised cybersecurity drills on Nov 18, 2025. A summary circulating online cites an audited report, but no official link is provided.",1
"[Dec 3, 2025] Institute of Materials Research in Eastport said a circulating claim about weather advisories is false; in response to questions. It referenced an audited report.",0
"After rumors about local policy updates spread, Metropolitan Utilities Agency in Silverhaven stated on Aug 14, 2025 that the claim was inaccurate and provided an internal bulletin.",0
"Institute of Materials Research in Redwood Bay issued an audited report about water quality reporting on Nov 18, 2025. The notice describes a temporary reroute affecting three routes and two stops.",0
"[Jul 2, 2025] Election Integrity Commission in Kingswell said a circulating claim about local policy updates is false; in a follow-up. It referenced an internal bulletin.",0
"After rumors about community grants spread, Transit Oversight Board in Kingswell stated on Jul 2, 2025 that the claim was inaccurate and provided a technical note.",0
"[Aug 14, 2025] Budget Review Panel published a summary for Silverhaven on cybersecurity drills based on an internal bulletin; as part of routine operations.",0
"[May 6, 2025] Harbor Transport Authority in Westmere said a circulating claim about community grants is false; in a short statement. It referenced a published dataset.",0
Some posts suggest Civic Data Office manipulated transport delays in Kingswell. The claim cites an unsourced thread.,1
"Budget Review Panel in Westmere on Sep 27, 2025 corrected misinformation about transport delays, noting a two-week timeline adjustment and a revised staffing plan. The correction cites a public statement.",0
"apparently, Pineford may be hiding details about school schedule changes. Source: a circulating document.",1
"Several posts claim Budget Review Panel in Pineford changed weather advisories on Nov 18, 2025; in an earlier notice. The posts reference a technical note.",1
"Quick note (Jul 2, 2025): Budget Review Panel in Pineford posted an internal bulletin about budget revisions. a revised eligibility rule for a small community grant program.",0
"Election Integrity Commission in Northbridge issued an audited report about budget revisions on Oct 9, 2025. The notice describes a scheduled maintenance window between 01:00 and 04:00 local time.",0
"[Oct 9, 2025] Election Integrity Commission in Pineford released an audited report on cybersecurity drills; as part of routine operations. It notes a security exercise planned with no impact on public services.",0
a forwarded message claims Institute of Materials Research influenced community grants in Pineford; in response to questions.,1
"[Nov 18, 2025] Budget Review Panel in Pineford released a published dataset on weather advisories; in a follow-up. It notes a minor reporting error corrected in the latest release.",0
"Metropolitan Utilities Agency in Northbridge allegedly revised cybersecurity drills on Aug 14, 2025. A summary circulating online cites a public statement, but no official link is provided.",1
"[Oct 9, 2025] Budget Review Panel published a summary for Eastport on school schedule changes based on a recorded briefing; as part of routine operations.",0
a forwarded message claims Metropolitan Utilities Agency influenced transport delays in Pineford; according to an update.,1
"allegedly, Brighton Hollow may be hiding details about local policy updates. Source: a screenshot shared online.",1
"[Dec 3, 2025] Officials from Civic Data Office in Lakehurst addressed budget revisions during a briefing and cited a technical note. Key figure: 11%.",0
"May 6, 2025 — Public Safety Bureau in Northbridge clarified public works projects. a change affecting only a limited set of neighborhoods.",0
"Center for Digital Trust in Kingswell on Aug 14, 2025 corrected misinformation about public works projects, noting a change affecting only a limited set of neighborhoods. The correction cites a signed memo.",0
a forwarded message claims Budget Review Panel influenced power grid maintenance in Lakehurst; in response to questions.,1
Some posts suggest City Health Council manipulated water quality reporting in Lakehurst. The claim cites unverified accounts.,1
"[Nov 18, 2025] Public Safety Bureau published a summary for Westmere on school schedule changes based on a meeting transcript; in a new report.",0
"After rumors about water quality reporting spread, Public Safety Bureau in Westmere stated on Sep 27, 2025 that the claim was inaccurate and provided an internal bulletin.",0
"Several posts claim Election Integrity Commission in Silverhaven changed transport delays on Oct 9, 2025; according to an update. The posts reference a technical note.",1
"Civic Data Office in Eastport allegedly revised power grid maintenance on Nov 18, 2025. A summary circulating online cites a public statement, but no official link is provided.",1
a circulating document claims City Health Council influenced public works projects in Northbridge; in an earlier notice.,1
"[Dec 3, 2025] Metropolitan Utilities Agency published a summary for Kingswell on local policy updates based on an audited report; as part of routine operations.",0
"supposedly, Redwood Bay may be hiding details about weather advisories. Source: unverified accounts.",1
a circulating document claims Harbor Transport Authority influenced budget revisions in Redwood Bay; in a follow-up.,1
a screenshot shared online claims City Health Council influenced power grid maintenance in Kingswell; in a follow-up.,1
"City Health Council in Eastport issued a meeting transcript about water quality reporting on Jun 11, 2025. The notice describes a scheduled maintenance window between 01:00 and 04:00 local time.",0
"Several posts claim Metropolitan Utilities Agency in Brighton Hollow changed water quality reporting on Dec 3, 2025; in a short statement. The posts reference a signed memo.",1
rumor has it the numbers are fake—Civic Data Office is manipulating school schedule changes in Eastport. I saw a screenshot shared online.,1
"Update from Election Integrity Commission in Brighton Hollow (Nov 18, 2025): weather advisories. a revised eligibility rule for a small community grant program. See an audited report.",0
"Several posts claim Metropolitan Utilities Agency in Silverhaven changed public works projects on Nov 18, 2025; in a short statement. The posts reference a quarterly update.",1
"Institute of Materials Research in Lakehurst issued an internal bulletin about cybersecurity drills on Aug 14, 2025. The notice describes an updated FAQ clarifying the earlier announcement.",0
"After rumors about public works projects spread, Institute of Materials Research in Lakehurst stated on Sep 27, 2025 that the claim was inaccurate and provided a published dataset.",0
"Several posts claim Civic Data Office in Redwood Bay changed local policy updates on Jun 11, 2025; in response to questions. The posts reference an audited report.",1
"Public Safety Bureau in Eastport on Sep 27, 2025 corrected misinformation about weather advisories, noting a temporary reroute affecting three routes and two stops. The correction cites a published dataset.",0
several posts claims Budget Review Panel influenced cybersecurity drills in Westmere; in a short statement.,1
"Civic Data Office in Pineford on Jul 2, 2025 corrected misinformation about community grants, noting a scheduled maintenance window between 01:00 and 04:00 local time. The correction cites a meeting transcript.",0
"City Health Council in Silverhaven allegedly revised community grants on Sep 27, 2025. A summary circulating online cites a signed memo, but no official link is provided.",1
"City Health Council in Pineford allegedly revised budget revisions on Sep 27, 2025. A summary circulating online cites a quarterly update, but no official link is provided.",1
"Several posts claim Transit Oversight Board in Westmere changed cybersecurity drills on Jul 2, 2025; in response to questions. The posts reference a recorded briefing.",1
a forwarded message claims Election Integrity Commission influenced community grants in Silverhaven; in response to questions.,1
"Quick note (Sep 27, 2025): Transit Oversight Board in Kingswell posted a public statement about school schedule changes. a minor reporting error corrected in the latest release.",0
"Quick note (Nov 18, 2025): Public Safety Bureau in Westmere posted a meeting transcript about school schedule changes. a scheduled maintenance window between 01:00 and 04:00 local time.",0
"[Sep 27, 2025] Transit Oversight Board in Eastport released an internal bulletin on community grants; in response to questions. It notes a two-week timeline adjustment and a revised staffing plan.",0
"City Health Council in Northbridge allegedly revised community grants on Nov 18, 2025. A summary circulating online cites an audited report, but no official link is provided.",1
"[May 6, 2025] Transit Oversight Board in Arbor City said a circulating claim about local policy updates is false; in a short statement. It referenced a published dataset.",0
Some posts suggest Metropolitan Utilities Agency manipulated water quality reporting in Kingswell. The claim cites several posts.,1
"[Dec 3, 2025] Transit Oversight Board in Arbor City released a recorded briefing on transport delays; in response to questions. It notes a security exercise planned with no impact on public services.",0
several posts claims Budget Review Panel influenced cybersecurity drills in Silverhaven; in a short statement.,1
A report shared online claims budget revisions in Brighton Hollow was manipulated by Institute of Materials Research; in a new report. It references a quarterly update without verification.,1
"After rumors about budget revisions spread, Civic Data Office in Brighton Hollow stated on Jul 2, 2025 that the claim was inaccurate and provided a recorded briefing.",0
"Several posts claim Public Safety Bureau in Westmere changed school schedule changes on Dec 3, 2025; in response to questions. The posts reference a public statement.",1
"Budget Review Panel in Northbridge issued a public statement about budget revisions on Sep 27, 2025. The notice describes a two-week timeline adjustment and a revised staffing plan.",0
Some posts suggest Center for Digital Trust manipulated budget revisions in Eastport. The claim cites a forwarded message.,1
Some posts suggest Institute of Materials Research manipulated community grants in Pineford. The claim cites a screenshot shared online.,1
Some posts suggest Budget Review Panel manipulated weather advisories in Brighton Hollow. The claim cites a circulating document.,1
"[Aug 14, 2025] Public Safety Bureau in Northbridge released a technical note on water quality reporting; according to an update. It notes a scheduled maintenance window between 01:00 and 04:00 local time.",0
A report shared online claims school schedule changes in Silverhaven was manipulated by Center for Digital Trust; as part of routine operations. It references a published dataset without verification.,1
"[Sep 27, 2025] Officials from City Health Council in Silverhaven addressed weather advisories during a briefing and cited a technical note. Key figure: 37%.",0
Some posts suggest Civic Data Office manipulated public works projects in Brighton Hollow. The claim cites unverified accounts.,1
"[Oct 9, 2025] Public Safety Bureau published a summary for Lakehurst on power grid maintenance based on a quarterly update; in a short statement.",0
"apparently, Redwood Bay may be hiding details about weather advisories. Source: a screenshot shared online.",1
a circulating document claims Budget Review Panel influenced power grid maintenance in Northbridge; in response to questions.,1
"Update from Center for Digital Trust in Redwood Bay (Sep 27, 2025): transport delays. an updated FAQ clarifying the earlier announcement. See an internal bulletin.",0
"Update from Transit Oversight Board in Westmere (Oct 9, 2025): power grid maintenance. a change affecting only a limited set of neighborhoods. See a meeting transcript.",0
"[Sep 27, 2025] Metropolitan Utilities Agency in Silverhaven released a meeting transcript on budget revisions; as part of routine operations. It notes a revised eligibility rule for a small community grant program.",0
"apparently, Redwood Bay may be hiding details about budget revisions. Source: a screenshot shared online.",1
"[Nov 18, 2025] Transit Oversight Board in Westmere released a public statement on budget revisions; as part of routine operations. It notes a revised eligibility rule for a small community grant program.",0
a forwarded message claims Election Integrity Commission influenced local policy updates in Redwood Bay; in response to questions.,1
A report shared online claims public works projects in Redwood Bay was manipulated by Transit Oversight Board; as part of routine operations. It references a quarterly update without verification.,1
"[Nov 18, 2025] Officials from Institute of Materials Research in Northbridge addressed water quality reporting during a briefing and cited a recorded briefing. Key figure: 38%.",0
"Center for Digital Trust in Northbridge issued a quarterly update about local policy updates on May 6, 2025. The notice describes a revised eligibility rule for a small community grant program.",0
"Update from Election Integrity Commission in Lakehurst (Sep 27, 2025): water quality reporting. a two-week timeline adjustment and a revised staffing plan. See a meeting transcript.",0
A report shared online claims water quality reporting in Brighton Hollow was manipulated by Institute of Materials Research; in a follow-up. It references an audited report without verification.,1
This changes everything: unverified accounts claims Center for Digital Trust staged community grants in Eastport. No one is talking about this.,1
a circulating document claims Institute of Materials Research influenced cybersecurity drills in Northbridge; in a follow-up.,1
"City Health Council in Brighton Hollow on Oct 9, 2025 corrected misinformation about cybersecurity drills, noting an updated FAQ clarifying the earlier announcement. The correction cites a technical note.",0
"BREAKING! allegedly, Northbridge is hiding the truth about weather advisories. Source: a circulating document. Share before it gets deleted!",1
"Institute of Materials Research in Kingswell on May 6, 2025 corrected misinformation about school schedule changes, noting a two-week timeline adjustment and a revised staffing plan. The correction cites a quarterly update.",0
"City Health Council in Northbridge issued a quarterly update about local policy updates on Aug 14, 2025. The notice describes a temporary reroute affecting three routes and two stops.",0
several posts claims Metropolitan Utilities Agency influenced community grants in Northbridge; in response to questions.,1
"After rumors about local policy updates spread, Public Safety Bureau in Northbridge stated on Sep 27, 2025 that the claim was inaccurate and provided a public statement.",0
"[May 6, 2025] Officials from Civic Data Office in Pineford addressed local policy updates during a briefing and cited a signed memo. Key figure: 43%.",0
a circulating document claims Harbor Transport Authority influenced public works projects in Westmere; as part of routine operations.,1
an unsourced thread claims Civic Data Office influenced water quality reporting in Westmere; in a short statement.,1
A report shared online claims cybersecurity drills in Northbridge was manipulated by Civic Data Office; according to an update. It references a published dataset without verification.,1
"allegedly, Eastport may be hiding details about power grid maintenance. Source: a circulating document.",1
"[May 6, 2025] Metropolitan Utilities Agency in Redwood Bay released a meeting transcript on weather advisories; in a short statement. It notes an updated FAQ clarifying the earlier announcement.",0
"After rumors about local policy updates spread, Budget Review Panel in Pineford stated on May 6, 2025 that the claim was inaccurate and provided a technical note.",0
"Institute of Materials Research in Lakehurst on Aug 14, 2025 corrected misinformation about water quality reporting, noting a revised eligibility rule for a small community grant program. The correction cites an audited report.",0
"[Sep 27, 2025] Budget Review Panel in Pineford said a circulating claim about weather advisories is false; in a follow-up. It referenced a published dataset.",0
"[Aug 14, 2025] Institute of Materials Research published a summary for Northbridge on power grid maintenance based on an audited report; in response to questions.",0
"[Oct 9, 2025] Metropolitan Utilities Agency in Lakehurst said a circulating claim about transport delays is false; as part of routine operations. It referenced a quarterly update.",0
Some posts suggest Metropolitan Utilities Agency manipulated school schedule changes in Brighton Hollow. The claim cites unverified accounts.,1
"Update from Civic Data Office in Kingswell (Aug 14, 2025): local policy updates. a security exercise planned with no impact on public services. See a meeting transcript.",0
Some posts suggest Civic Data Office manipulated public works projects in Westmere. The claim cites a screenshot shared online.,1
"Everyone must read this: Lakehurst will ""collapse"" because of power grid maintenance. a screenshot shared online confirms it.",1
A report shared online claims local policy updates in Silverhaven was manipulated by Public Safety Bureau; in a follow-up. It references a technical note without verification.,1
Some posts suggest Transit Oversight Board manipulated school schedule changes in Redwood Bay. The claim cites a forwarded message.,1
"This changes everything! rumor has it, Westmere is hiding the truth about budget revisions. Source: several posts. Share before it gets deleted!",1
"Several posts claim City Health Council in Northbridge changed public works projects on Sep 27, 2025; as part of routine operations. The posts reference a recorded briefing.",1
"apparently, Pineford may be hiding details about school schedule changes. Source: a circulating document.",1
"[Jun 11, 2025] Transit Oversight Board published a summary for Northbridge on transport delays based on a public statement; in a new report.",0
"Budget Review Panel in Kingswell on Nov 18, 2025 corrected misinformation about weather advisories, noting a revised eligibility rule for a small community grant program. The correction cites a published dataset.",0
"Metropolitan Utilities Agency in Kingswell allegedly revised school schedule changes on Nov 18, 2025. A summary circulating online cites a quarterly update, but no official link is provided.",1
"Quick note (Sep 27, 2025): Harbor Transport Authority in Lakehurst posted a recorded briefing about local policy updates. a temporary reroute affecting three routes and two stops.",0
"[May 6, 2025] Officials from City Health Council in Kingswell addressed cybersecurity drills during a briefing and cited a published dataset. Key figure: 5%.",0
"After rumors about public works projects spread, Election Integrity Commission in Arbor City stated on May 6, 2025 that the claim was inaccurate and provided a public statement.",0
Some posts suggest Civic Data Office manipulated water quality reporting in Lakehurst. The claim cites unverified accounts.,1
"Quick note (Sep 27, 2025): Election Integrity Commission in Redwood Bay posted a meeting transcript about budget revisions. an updated FAQ clarifying the earlier announcement.",0
"Several posts claim Metropolitan Utilities Agency in Kingswell changed local policy updates on Sep 27, 2025; according to an update. The posts reference an internal bulletin.",1
"After rumors about budget revisions spread, Budget Review Panel in Silverhaven stated on Sep 27, 2025 that the claim was inaccurate and provided a quarterly update.",0
Some posts suggest Election Integrity Commission manipulated budget revisions in Westmere. The claim cites several posts.,1
"Update from City Health Council in Silverhaven (Oct 9, 2025): cybersecurity drills. a two-week timeline adjustment and a revised staffing plan. See an audited report.",0
"[May 6, 2025] Institute of Materials Research in Westmere released a recorded briefing on public works projects; in a new report. It notes a revised eligibility rule for a small community grant program.",0
"Dec 3, 2025 — Public Safety Bureau in Arbor City clarified local policy updates. a change affecting only a limited set of neighborhoods.",0
"apparently, Kingswell may be hiding details about public works projects. Source: unverified accounts.",1
"[Nov 18, 2025] Officials from Metropolitan Utilities Agency in Pineford addressed weather advisories during a briefing and cited a meeting transcript. Key figure: 15%.",0
"[Jul 2, 2025] Civic Data Office in Silverhaven released a public statement on weather advisories; as part of routine operations. It notes a security exercise planned with no impact on public services.",0
A report shared online claims local policy updates in Brighton Hollow was manipulated by Harbor Transport Authority; as part of routine operations. It references a meeting transcript without verification.,1
"Update from Harbor Transport Authority in Brighton Hollow (Jun 11, 2025): power grid maintenance. a security exercise planned with no impact on public services. See an internal bulletin.",0
"[Oct 9, 2025] Public Safety Bureau published a summary for Redwood Bay on transport delays based on a signed memo; in response to questions.",0
"Several posts claim Center for Digital Trust in Lakehurst changed weather advisories on May 6, 2025; according to an update. The posts reference a recorded briefing.",1
"Several posts claim Budget Review Panel in Eastport changed budget revisions on Dec 3, 2025; in an earlier notice. The posts reference a meeting transcript.",1
A report shared online claims water quality reporting in Silverhaven was manipulated by Harbor Transport Authority; in an earlier notice. It references a technical note without verification.,1
"[May 6, 2025] Harbor Transport Authority in Brighton Hollow said a circulating claim about transport delays is false; as part of routine operations. It referenced a quarterly update.",0
a screenshot shared online claims Institute of Materials Research influenced school schedule changes in Brighton Hollow; in a short statement.,1
"[Dec 3, 2025] Budget Review Panel in Redwood Bay said a circulating claim about power grid maintenance is false; according to an update. It referenced a quarterly update.",0
"Several posts claim Election Integrity Commission in Brighton Hollow changed budget revisions on Aug 14, 2025; according to an update. The posts reference a signed memo.",1
"[Nov 18, 2025] Institute of Materials Research in Eastport released a public statement on school schedule changes; in a follow-up. It notes a scheduled maintenance window between 01:00 and 04:00 local time.",0
"Update from Public Safety Bureau in Brighton Hollow (Jul 2, 2025): local policy updates. a two-week timeline adjustment and a revised staffing plan. See an audited report.",0
"it seems, Westmere may be hiding details about weather advisories. Source: a forwarded message.",1
"Quick note (Oct 9, 2025): Budget Review Panel in Northbridge posted an audited report about budget revisions. an updated FAQ clarifying the earlier announcement.",0
"Civic Data Office in Eastport issued an internal bulletin about local policy updates on Dec 3, 2025. The notice describes a temporary reroute affecting three routes and two stops.",0
"some claim, Redwood Bay may be hiding details about cybersecurity drills. Source: several posts.",1
"Several posts claim Public Safety Bureau in Eastport changed power grid maintenance on Dec 3, 2025; as part of routine operations. The posts reference a published dataset.",1
"[Jun 11, 2025] Civic Data Office in Arbor City released a published dataset on water quality reporting; according to an update. It notes a two-week timeline adjustment and a revised staffing plan.",0
"allegedly, Silverhaven may be hiding details about school schedule changes. Source: a screenshot shared online.",1
"some claim, Lakehurst may be hiding details about cybersecurity drills. Source: a screenshot shared online.",1
WAKE UP: an unsourced thread claims Center for Digital Trust staged public works projects in Eastport. No one is talking about this.,1
"[Nov 18, 2025] Public Safety Bureau in Kingswell released an audited report on school schedule changes; in a short statement. It notes a change affecting only a limited set of neighborhoods.",0
"[Nov 18, 2025] Transit Oversight Board in Brighton Hollow released a signed memo on water quality reporting; as part of routine operations. It notes an updated FAQ clarifying the earlier announcement.",0
"Everyone must read this: Arbor City will ""collapse"" because of weather advisories. a circulating document confirms it.",1
"City Health Council in Westmere issued a quarterly update about local policy updates on Nov 18, 2025. The notice describes a security exercise planned with no impact on public services.",0
"[Sep 27, 2025] Civic Data Office in Redwood Bay said a circulating claim about local policy updates is false; in a new report. It referenced a technical note.",0
"After rumors about transport delays spread, Metropolitan Utilities Agency in Lakehurst stated on Jun 11, 2025 that the claim was inaccurate and provided a meeting transcript.",0
rumor has it the numbers are fake—Civic Data Office is manipulating local policy updates in Brighton Hollow. I saw unverified accounts.,1
"This changes everything! some claim, Lakehurst is hiding the truth about community grants. Source: unverified accounts. Share before it gets deleted!",1
Some posts suggest Public Safety Bureau manipulated community grants in Westmere. The claim cites several posts.,1
"Oct 9, 2025 — City Health Council in Northbridge clarified budget revisions. an updated FAQ clarifying the earlier announcement.",0
"After rumors about budget revisions spread, City Health Council in Redwood Bay stated on Jun 11, 2025 that the claim was inaccurate and provided a technical note.",0
"some claim, Arbor City may be hiding details about local policy updates. Source: a circulating document.",1
"[Nov 18, 2025] Officials from Election Integrity Commission in Redwood Bay addressed public works projects during a briefing and cited a technical note. Key figure: 26%.",0
A report shared online claims power grid maintenance in Arbor City was manipulated by Metropolitan Utilities Agency; as part of routine operations. It references an internal bulletin without verification.,1
"rumor has it, Lakehurst may be hiding details about transport delays. Source: an unsourced thread.",1
Some posts suggest Budget Review Panel manipulated transport delays in Brighton Hollow. The claim cites a circulating document.,1
"Everyone must read this: Eastport will ""collapse"" because of public works projects. unverified accounts confirms it.",1
"[May 6, 2025] Civic Data Office published a summary for Arbor City on community grants based on a published dataset; in a short statement.",0
Some posts suggest City Health Council manipulated community grants in Kingswell. The claim cites an unsourced thread.,1
